CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50052,0,6.0,Mobile Phone,1,2.70805020110221,Debit Card,Male,2.0,3,Mobile Phone,2,Single,0.6931471805599453,0,14.0,0.0,0.6931471805599453,1.0986122886681098,4.836281906951478
50053,1,0.0,Mobile Phone,1,2.1972245773362196,Debit Card,Male,2.0,4,Mobile Phone,2,Single,1.0986122886681098,0,22.0,0.0,0.6931471805599453,0.0,4.718498871295094
50054,0,19.0,Mobile Phone,3,1.9459101490553132,E wallet,Female,3.0,3,Fashion,5,Married,1.0986122886681098,0,25.0,1.6094379124341003,2.772588722239781,2.0794415416798357,5.327876168789581
50055,0,9.0,Mobile Phone,1,2.772588722239781,Debit Card,Female,3.0,3,Mobile Phone,2,Single,1.0986122886681098,0,12.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,4.820281565605037
50056,0,4.0,Mobile Phone,1,2.9444389791664403,Credit Card,Female,3.0,3,Mobile Phone,2,Divorced,2.302585092994046,1,23.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,4.941642422609304
50057,0,9.0,Mobile Phone,1,3.5263605246161616,Credit Card,Female,3.0,3,Mobile Phone,4,Single,1.3862943611198906,0,15.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,4.820281565605037
50058,1,4.0,Mobile Phone,3,3.295836866004329,E wallet,Female,3.0,3,Mobile Phone,4,Single,1.0986122886681098,1,22.0,0.0,0.6931471805599453,1.0986122886681098,4.882801922586371
50059,0,23.0,Mobile Phone,1,1.9459101490553132,Credit Card,Male,2.0,4,Mobile Phone,3,Divorced,1.3862943611198906,0,15.0,0.0,0.6931471805599453,1.0986122886681098,4.927253685157205
50060,0,26.0,Mobile Phone,1,2.995732273553991,Credit Card,Female,2.0,2,Laptop & Accessory,5,Married,1.0986122886681098,0,11.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,4.983606621708336
50061,0,6.0,Mobile Phone,1,3.044522437723423,Credit Card,Female,3.0,3,Mobile Phone,4,Divorced,1.0986122886681098,0,13.0,0.0,0.6931471805599453,1.9459101490553132,4.859812404361672
50062,0,13.0,Mobile Phone,1,2.3978952727983707,Credit Card,Female,2.0,3,Others,3,Divorced,1.0986122886681098,0,14.0,0.6931471805599453,2.302585092994046,2.302585092994046,5.673323267171493
50063,0,28.0,Mobile Phone,1,3.044522437723423,Credit Card,Male,3.0,2,Others,4,Single,2.302585092994046,0,11.0,0.6931471805599453,1.0986122886681098,2.772588722239781,5.662960480135946
50064,0,7.0,Computer,1,2.1972245773362196,Debit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,1.0986122886681098,0,17.0,0.0,0.6931471805599453,2.302585092994046,5.278114659230517
50065,0,24.0,Mobile Phone,1,2.302585092994046,Credit Card,Female,3.0,3,Grocery,4,Single,1.6094379124341003,0,18.0,0.0,1.0986122886681098,0.0,5.472270673671475
50066,0,25.0,Mobile Phone,1,1.9459101490553132,Debit Card,Male,3.0,4,Others,3,Divorced,0.6931471805599453,0,15.0,0.6931471805599453,2.4849066497880004,2.302585092994046,5.707110264748875
50067,0,9.0,Mobile Phone,1,2.772588722239781,Credit Card,Female,2.0,3,Mobile Phone,4,Single,1.0986122886681098,0,16.0,0.6931471805599453,0.6931471805599453,1.3862943611198906,4.820281565605037
50068,1,0.0,Mobile Phone,1,3.4011973816621555,Debit Card,Male,2.0,4,Laptop & Accessory,3,Divorced,1.6094379124341003,1,13.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,5.075173815233827
50069,0,9.0,Computer,1,2.6390573296152584,Credit Card,Male,2.0,2,Mobile Phone,2,Married,1.791759469228055,0,14.0,0.0,1.0986122886681098,1.0986122886681098,4.804021044733257
50070,0,18.0,Computer,1,2.1972245773362196,Credit Card,Male,3.0,4,Grocery,2,Divorced,2.3978952727983707,0,23.0,0.6931471805599453,2.4849066497880004,2.1972245773362196,5.594711379601839
50071,0,10.0,Mobile Phone,1,3.332204510175204,Debit Card,Male,3.0,2,Mobile Phone,5,Divorced,1.0986122886681098,1,12.0,0.0,0.6931471805599453,2.0794415416798357,4.919980925828125
50072,0,8.0,Computer,1,2.1972245773362196,Credit Card,Female,2.0,3,Laptop & Accessory,4,Single,1.9459101490553132,0,11.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,4.976733742420574
50073,0,15.0,Computer,1,3.332204510175204,Credit Card,Female,2.0,3,Laptop & Accessory,3,Married,1.3862943611198906,0,16.0,0.0,0.6931471805599453,1.0986122886681098,5.0369526024136295
50074,0,11.0,Mobile Phone,1,2.1972245773362196,Debit Card,Male,2.0,3,Laptop & Accessory,3,Divorced,2.3978952727983707,0,14.0,0.0,0.6931471805599453,0.0,5.117993812416755
50075,0,11.0,Mobile Phone,1,3.58351893845611,Cash on Delivery,Male,2.0,3,Laptop & Accessory,2,Divorced,1.6094379124341003,0,18.0,0.0,0.6931471805599453,2.0794415416798357,5.099866427824199
50076,0,0.0,Computer,1,1.9459101490553132,Cash on Delivery,Male,2.0,4,Laptop & Accessory,5,Divorced,1.9459101490553132,0,19.0,0.0,1.0986122886681098,0.0,4.969813299576001
50077,0,22.0,Computer,1,3.2188758248682006,Debit Card,Male,3.0,3,Laptop & Accessory,2,Married,1.0986122886681098,1,15.0,0.0,0.6931471805599453,2.0794415416798357,5.1298987149230735
50078,0,7.0,Computer,1,2.833213344056216,Credit Card,Male,2.0,3,Mobile Phone,3,Married,1.0986122886681098,1,17.0,1.0986122886681098,1.0986122886681098,0.0,4.9344739331306915
50079,0,13.0,Mobile Phone,1,3.258096538021482,Credit Card,Male,3.0,3,Laptop & Accessory,2,Divorced,2.302585092994046,1,15.0,0.6931471805599453,1.3862943611198906,2.0794415416798357,4.852030263919617
50080,1,1.0,Mobile Phone,1,3.58351893845611,Credit Card,Male,3.0,3,Laptop & Accessory,5,Divorced,2.1972245773362196,1,19.0,0.0,0.6931471805599453,0.0,5.123963979403259
50081,1,0.0,Mobile Phone,3,3.5263605246161616,E wallet,Female,2.0,3,Fashion,2,Divorced,1.0986122886681098,0,22.0,0.6931471805599453,0.6931471805599453,2.302585092994046,5.176149732573829
50082,0,0.0,Mobile Phone,1,2.70805020110221,Debit Card,Male,2.0,2,Mobile Phone,4,Married,1.0986122886681098,1,16.0,0.0,1.0986122886681098,1.0986122886681098,4.820281565605037
50083,0,9.0,Computer,1,3.2188758248682006,Credit Card,Female,3.0,3,Mobile Phone,2,Single,1.0986122886681098,0,13.0,0.6931471805599453,0.6931471805599453,2.0794415416798357,4.812184355372417
50084,0,13.0,Computer,1,2.772588722239781,Debit Card,Male,3.0,4,Laptop & Accessory,2,Divorced,2.3978952727983707,0,14.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.0106352940962555
50085,0,19.0,Mobile Phone,1,1.9459101490553132,Credit Card,Male,3.0,3,Fashion,5,Married,2.1972245773362196,0,16.0,0.0,0.6931471805599453,1.3862943611198906,5.272999558563747
50086,1,0.0,Mobile Phone,3,2.3978952727983707,Credit Card,Male,2.0,5,Fashion,2,Divorced,1.0986122886681098,0,11.0,2.0794415416798357,2.302585092994046,2.1972245773362196,5.3230099791384085
50087,0,3.0,Computer,1,1.9459101490553132,Debit Card,Male,2.0,4,Fashion,3,Single,1.0986122886681098,0,22.0,1.0986122886681098,1.791759469228055,2.1972245773362196,5.225746673713202
50088,0,0.0,Computer,3,3.295836866004329,Debit Card,Female,2.0,3,Laptop & Accessory,3,Single,1.0986122886681098,0,14.0,0.6931471805599453,0.6931471805599453,2.0794415416798357,5.303304908059076
50089,0,24.0,Mobile Phone,1,2.70805020110221,Debit Card,Male,2.0,4,Fashion,4,Divorced,1.9459101490553132,0,16.0,0.6931471805599453,1.6094379124341003,1.3862943611198906,5.420534999272286
50090,1,0.0,Mobile Phone,1,2.70805020110221,Cash on Delivery,Female,2.0,3,Mobile Phone,5,Single,1.9459101490553132,1,11.0,0.6931471805599453,0.6931471805599453,1.6094379124341003,4.852030263919617
50091,0,14.0,Mobile Phone,3,2.5649493574615367,Debit Card,Female,3.0,3,Fashion,2,Single,1.6094379124341003,1,18.0,0.0,1.0986122886681098,0.0,5.4680601411351315
50092,1,0.0,Computer,3,3.4965075614664802,E wallet,Female,2.0,4,Laptop & Accessory,5,Single,1.9459101490553132,0,15.0,0.0,0.6931471805599453,0.6931471805599453,5.123963979403259
50093,1,9.0,Mobile Phone,1,1.9459101490553132,Cash on Delivery,Male,2.0,3,Mobile Phone,3,Single,0.6931471805599453,0,14.0,0.0,0.6931471805599453,1.791759469228055,4.804021044733257
50094,0,18.0,Computer,3,2.5649493574615367,Credit Card,Female,2.0,4,Fashion,2,Single,2.0794415416798357,0,12.0,2.5649493574615367,2.5649493574615367,2.1972245773362196,5.247024072160486
50095,0,27.0,Mobile Phone,3,2.302585092994046,E wallet,Female,2.0,3,Laptop & Accessory,5,Divorced,1.3862943611198906,0,14.0,0.6931471805599453,0.6931471805599453,1.791759469228055,5.075173815233827
50096,0,9.0,Mobile Phone,1,2.4849066497880004,Debit Card,Male,3.0,3,Laptop & Accessory,4,Single,2.302585092994046,0,16.0,0.0,1.3862943611198906,2.0794415416798357,5.075173815233827
50097,0,6.0,Mobile Phone,1,2.70805020110221,Credit Card,Female,2.0,4,Mobile Phone,4,Divorced,2.0794415416798357,0,21.0,0.0,0.6931471805599453,0.6931471805599453,4.844187086458591
50098,0,10.0,Computer,1,2.8903717578961645,UPI,Male,2.0,3,Fashion,2,Married,1.0986122886681098,1,14.0,0.0,0.6931471805599453,1.3862943611198906,5.407171771460119
50099,0,11.0,Mobile Phone,3,2.302585092994046,Debit Card,Male,3.0,3,Fashion,3,Married,0.6931471805599453,0,12.0,0.6931471805599453,1.791759469228055,2.6390573296152584,5.332718793265369
50100,0,4.0,Computer,1,1.9459101490553132,Credit Card,Male,2.0,5,Laptop & Accessory,3,Divorced,0.6931471805599453,0,12.0,0.6931471805599453,0.6931471805599453,1.6094379124341003,4.969813299576001
50101,0,9.0,Mobile Phone,1,2.302585092994046,Debit Card,Male,3.0,4,Mobile Phone,2,Divorced,1.6094379124341003,0,17.0,0.0,0.6931471805599453,0.0,4.812184355372417
50102,0,10.0,Computer,3,2.3978952727983707,E wallet,Male,2.0,3,Mobile Phone,2,Married,1.791759469228055,0,17.0,0.6931471805599453,1.791759469228055,2.1972245773362196,0.0
50103,0,2.0,Computer,3,1.9459101490553132,Credit Card,Female,2.0,3,Fashion,2,Divorced,1.0986122886681098,0,14.0,1.6094379124341003,1.6094379124341003,0.6931471805599453,5.19295685089021
50104,0,8.0,Computer,3,1.9459101490553132,E wallet,Female,3.0,3,Fashion,3,Single,1.0986122886681098,0,14.0,0.6931471805599453,0.6931471805599453,2.1972245773362196,5.241747015059643
50105,1,0.0,Mobile Phone,1,2.70805020110221,Credit Card,Male,2.0,4,Mobile Phone,2,Single,1.0986122886681098,1,13.0,0.0,0.6931471805599453,0.6931471805599453,4.8283137373023015
50106,0,25.0,Mobile Phone,1,2.1972245773362196,Debit Card,Female,2.0,4,Mobile Phone,2,Single,2.1972245773362196,0,15.0,0.0,1.0986122886681098,1.0986122886681098,4.890349128221754
50107,0,15.0,Mobile Phone,1,2.3978952727983707,Cash on Delivery,Male,2.0,3,Others,2,Divorced,1.0986122886681098,0,15.0,0.0,2.4849066497880004,2.772588722239781,5.680172609017068
50108,0,9.0,Mobile Phone,2,2.5649493574615367,Credit Card,Male,2.0,3,Mobile Phone,3,Divorced,2.302585092994046,0,17.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,4.820281565605037
50109,0,23.0,Mobile Phone,3,1.9459101490553132,Credit Card,Female,3.0,3,Others,2,Married,1.6094379124341003,0,15.0,0.6931471805599453,0.6931471805599453,1.9459101490553132,5.69035945432406
50110,1,0.0,Mobile Phone,1,2.70805020110221,Credit Card,Male,2.0,3,Mobile Phone,2,Divorced,1.9459101490553132,1,13.0,0.0,0.6931471805599453,1.6094379124341003,4.8283137373023015
50111,0,16.0,Mobile Phone,3,3.1354942159291497,E wallet,Female,3.0,3,Grocery,2,Divorced,1.9459101490553132,1,22.0,0.0,1.0986122886681098,2.302585092994046,5.568344503761097
50112,1,0.0,Mobile Phone,1,2.1972245773362196,Debit Card,Female,3.0,3,Mobile Phone,5,Divorced,2.1972245773362196,0,20.0,0.6931471805599453,0.6931471805599453,2.0794415416798357,4.852030263919617
50113,0,25.0,Computer,3,2.1972245773362196,Debit Card,Male,3.0,4,Others,3,Single,1.0986122886681098,1,18.0,0.6931471805599453,2.772588722239781,2.5649493574615367,5.676753802268282
50114,0,5.0,Mobile Phone,3,2.3978952727983707,Debit Card,Female,2.0,3,Mobile Phone,4,Divorced,1.3862943611198906,0,11.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,4.941642422609304
50115,1,0.0,Mobile Phone,1,1.9459101490553132,Debit Card,Male,3.0,4,Mobile Phone,3,Single,0.6931471805599453,1,14.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,4.927253685157205
50116,0,9.0,Mobile Phone,1,1.9459101490553132,Credit Card,Female,3.0,3,Mobile Phone,3,Married,2.1972245773362196,0,14.0,0.0,0.6931471805599453,1.0986122886681098,4.812184355372417
50117,0,5.0,Computer,3,3.4965075614664802,E wallet,Male,3.0,3,Laptop & Accessory,2,Divorced,0.6931471805599453,0,18.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,4.983606621708336
50118,0,14.0,Mobile Phone,1,3.258096538021482,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,1.3862943611198906,0,16.0,0.6931471805599453,0.6931471805599453,0.0,4.882801922586371
50119,0,13.0,Mobile Phone,1,3.4339872044851463,Cash on Delivery,Male,3.0,3,Laptop & Accessory,2,Married,1.0986122886681098,0,17.0,1.0986122886681098,1.6094379124341003,2.0794415416798357,4.897839799950911
50120,0,18.0,Mobile Phone,1,1.9459101490553132,UPI,Male,3.0,2,Others,2,Divorced,0.6931471805599453,0,15.0,0.6931471805599453,0.6931471805599453,2.0794415416798357,5.680172609017068
50121,0,4.0,Computer,1,2.302585092994046,Credit Card,Male,3.0,3,Fashion,3,Married,2.3978952727983707,0,12.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,5.472270673671475
50122,0,6.0,Mobile Phone,1,2.4849066497880004,Debit Card,Female,3.0,4,Mobile Phone,2,Divorced,1.0986122886681098,0,13.0,0.0,0.6931471805599453,1.0986122886681098,4.867534450455582
50123,0,7.0,Mobile Phone,1,2.1972245773362196,Debit Card,Male,2.0,4,Laptop & Accessory,5,Divorced,2.0794415416798357,0,13.0,0.0,1.791759469228055,2.302585092994046,5.081404364984463
50124,0,10.0,Mobile Phone,1,1.9459101490553132,Credit Card,Female,2.0,4,Mobile Phone,5,Divorced,1.3862943611198906,0,14.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,4.941642422609304
50125,0,18.0,Computer,1,2.6390573296152584,Debit Card,Male,3.0,2,Laptop & Accessory,3,Divorced,1.791759469228055,0,17.0,0.0,0.6931471805599453,1.0986122886681098,5.10594547390058
50126,1,0.0,Computer,1,2.833213344056216,Credit Card,Male,3.0,3,Fashion,3,Married,2.0794415416798357,0,11.0,0.6931471805599453,0.6931471805599453,0.0,5.303304908059076
50127,0,12.0,Computer,1,2.1972245773362196,Cash on Delivery,Female,3.0,3,Fashion,3,Single,0.6931471805599453,0,25.0,2.3978952727983707,2.4849066497880004,1.3862943611198906,5.3471075307174685
50128,0,2.0,Mobile Phone,1,2.70805020110221,Debit Card,Male,2.0,3,Mobile Phone,2,Single,1.0986122886681098,0,19.0,0.0,0.6931471805599453,1.791759469228055,4.820281565605037
50129,0,15.0,Mobile Phone,1,3.1780538303479458,Debit Card,Female,2.0,2,Laptop & Accessory,5,Single,1.6094379124341003,1,13.0,0.0,0.6931471805599453,1.0986122886681098,5.111987788356544
50130,0,2.0,Mobile Phone,3,3.295836866004329,E wallet,Male,2.0,3,Laptop & Accessory,2,Married,1.3862943611198906,0,14.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.135798437050262
50131,0,0.0,Mobile Phone,1,1.9459101490553132,Debit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,0.6931471805599453,0,12.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,5.0106352940962555
50132,0,15.0,Mobile Phone,1,2.70805020110221,Credit Card,Female,2.0,4,Mobile Phone,5,Married,0.6931471805599453,1,11.0,1.6094379124341003,2.0794415416798357,2.1972245773362196,4.844187086458591
50133,0,13.0,Mobile Phone,1,2.1972245773362196,Credit Card,Male,2.0,3,Others,3,Married,0.6931471805599453,0,15.0,0.0,1.3862943611198906,2.302585092994046,5.68697535633982
50134,0,24.0,Mobile Phone,1,1.9459101490553132,Debit Card,Male,3.0,3,Mobile Phone,2,Divorced,1.0986122886681098,0,11.0,0.6931471805599453,0.6931471805599453,0.0,4.852030263919617
